Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Genome assembly ID	Genome representation
GCF_036227365.1	Streptomyces sp. NBC_01462 (strain=NBC_01462)	2903876	8863	Unknown	Unknown	GCF_036227365.1	full
GCF_036227325.1	Streptomyces sp. NBC_01465 (strain=NBC_01465)	2903878	8226	Unknown	Unknown	GCF_036227325.1	full
GCF_041438865.1	Streptomyces sp. NBC_01471 (strain=NBC_01471)	2903879	7429	Unknown	Unknown	GCF_041438865.1	full
GCF_035918215.1	Streptomyces sp. NBC_01474 (strain=NBC_01474)	2903880	9148	Unknown	Unknown	GCF_035918215.1	full
GCF_036227265.1	Streptomyces sp. NBC_01476 (strain=NBC_01476)	2903881	6973	Unknown	Unknown	GCF_036227265.1	full
GCF_036227225.1	Streptomyces sp. NBC_01478 (strain=NBC_01478)	2903882	10218	Unknown	Unknown	GCF_036227225.1	full
GCF_036227165.1	Streptomyces sp. NBC_01483 (strain=NBC_01483)	2903883	10863	Unknown	Unknown	GCF_036227165.1	full
GCF_036227125.1	Streptomyces sp. NBC_01485 (strain=NBC_01485)	2903884	7518	Unknown	Unknown	GCF_036227125.1	full
GCF_036250695.1	Streptomyces sp. NBC_01497 (strain=NBC_01497)	2903885	7098	Unknown	Unknown	GCF_036250695.1	full
GCF_045040295.1	Streptomyces sp. NBC_01506 (strain=NBC_01506)	2903887	7610	Unknown	Unknown	GCF_045040295.1	full
GCF_045040315.1	Streptomyces sp. NBC_01508 (strain=NBC_01508)	2903888	7066	Unknown	Unknown	GCF_045040315.1	full
GCF_045040335.1	Streptomyces sp. NBC_01511 (strain=NBC_01511)	2903889	7111	Unknown	Unknown	GCF_045040335.1	full
GCF_045040345.1	Streptomyces sp. NBC_01515 (strain=NBC_01515)	2903890	9669	Unknown	Unknown	GCF_045040345.1	full
GCF_045040365.1	Streptomyces sp. NBC_01518 (strain=NBC_01518)	2903891	10335	Unknown	Unknown	GCF_045040365.1	full
GCF_045040375.1	Streptomyces sp. NBC_01520 (strain=NBC_01520)	2903892	6901	Unknown	Unknown	GCF_045040375.1	full
GCF_045040405.1	Streptomyces sp. NBC_01525 (strain=NBC_01525)	2903893	6010	Unknown	Unknown	GCF_045040405.1	full
GCF_045040415.1	Streptomyces sp. NBC_01527 (strain=NBC_01527)	2903894	8665	Unknown	Unknown	GCF_045040415.1	full
GCF_045040425.1	Streptomyces sp. NBC_01530 (strain=NBC 01530)	2903895	8056	Unknown	Unknown	GCF_045040425.1	full
GCF_045040445.1	Streptomyces sp. NBC_01537 (strain=NBC 01537)	2903896	8645	Unknown	Unknown	GCF_045040445.1	full
GCF_045040495.1	Streptomyces sp. NBC_01538 (strain=NBC 01538)	2903897	8485	Unknown	Unknown	GCF_045040495.1	full
GCF_021441825.1	Streptomyces spinosirectus (strain=CRSS-Y-16)	2906474	7706	Unknown	Unknown	GCF_021441825.1	full
GCF_021545335.1	Streptomyces sp. GQFP (strain=GQFP)	2907545	7207	Unknown	Unknown	GCF_021545335.1	full
GCF_022026295.1	Streptomyces sp. NBU3104 (strain=NBU3104)	2911367	6073	Unknown	Unknown	GCF_022026295.1	full
GCF_022827705.1	Streptomyces sp. CB09030 (strain=CB09030)	2913412	6984	Unknown	Unknown	GCF_022827705.1	full
GCF_022699385.1	Streptomyces tubbatahanensis (strain=DSD3025)	2923272	6420	Unknown	Unknown	GCF_022699385.1	full
GCF_022807935.1	Streptomyces sp. HP-A2021 (strain=HP-A2021)	2927875	8342	Unknown	Unknown	GCF_022807935.1	full
GCF_023168385.1	Streptomyces sp. PLM4 (strain=PLM4)	2929798	5908	Unknown	Unknown	GCF_023168385.1	full
GCF_022869105.1	Streptomyces sp. BJ20 (strain=BJ20)	2930049	6463	Unknown	Unknown	GCF_022869105.1	full
GCF_028464045.1	Streptomyces sp. JCM 35825 (strain=JCM 35825)	2930259	7002	Unknown	Unknown	GCF_028464045.1	full
GCF_030167965.1	Streptomyces sp. 2P-4 (strain=2P-4)	2931974	6402	Unknown	Unknown	GCF_030167965.1	full
GCF_023273835.1	Streptomyces sp. LRE541 (strain=LRE541)	2931983	8270	Unknown	Unknown	GCF_023273835.1	full
GCF_023515955.1	Streptomyces sp. RerS4 (strain=RerS4)	2942449	6433	Unknown	Unknown	GCF_023515955.1	full
GCF_028473745.1	Streptomyces sp. M92 (strain=M92)	2944250	6872	Unknown	Unknown	GCF_028473745.1	full
GCF_029866785.1	Streptomyces sp. B146 (strain=B146)	2944251	7349	Unknown	Unknown	GCF_029866785.1	full
GCF_023702655.1	Streptomyces sp. Caat 7-52 (strain=Caat 7-52)	2949637	7422	Unknown	Unknown	GCF_023702655.1	full
GCF_030506235.1	Streptomyces sp. JUS-F4 (strain=JUS-F4)	2951988	6972	Unknown	Unknown	GCF_030506235.1	full
GCF_024442335.1	Streptomyces sp. CRCS-T-1 (strain=CRCS-T-1)	2964607	7618	Unknown	Unknown	GCF_024442335.1	full
GCF_024600715.1	Streptomyces changanensis (strain=HL-66)	2964669	5811	Unknown	Unknown	GCF_024600715.1	full
GCF_026810505.1	Streptomyces sp. Je 1-369 (strain=Je 1-369)	2966192	7460	Unknown	Unknown	GCF_026810505.1	full
GCF_036826855.1	Streptomyces sp. SJL17-4 (strain=SJL17-4)	2967224	7363	Unknown	Unknown	GCF_036826855.1	full
GCF_047305335.1	Streptomyces sp. R-74717 (strain=R-74717)	2969820	8494	Unknown	Unknown	GCF_047305335.1	full
GCF_028870195.1	Streptomyces sp. G7(2002) (strain=G7(2002))	2971798	7750	Unknown	Unknown	GCF_028870195.1	full
GCF_045040855.1	Streptomyces sp. NBC_00009 (strain=NBC_00009)	2975620	7389	Unknown	Unknown	GCF_045040855.1	full
GCF_045040875.1	Streptomyces sp. NBC_00012 (strain=NBC_00012)	2975621	8381	Unknown	Unknown	GCF_045040875.1	full
GCF_045040885.1	Streptomyces sp. NBC_00016 (strain=NBC_00016)	2975622	8633	Unknown	Unknown	GCF_045040885.1	full
GCF_045041015.1	Streptomyces sp. NBC_00019 (strain=NBC_00019)	2975623	10264	Unknown	Unknown	GCF_045041015.1	full
GCF_045041065.1	Streptomyces sp. NBC_00028 (strain=NBC_00028)	2975624	8889	Unknown	Unknown	GCF_045041065.1	full
GCF_045041095.1	Streptomyces sp. NBC_00045 (strain=NBC_00045)	2975625	7427	Unknown	Unknown	GCF_045041095.1	full
GCF_045041115.1	Streptomyces sp. NBC_00046 (strain=NBC_00046)	2975626	8332	Unknown	Unknown	GCF_045041115.1	full
GCF_045041125.1	Streptomyces sp. NBC_00048 (strain=NBC_00048)	2975628	8153	Unknown	Unknown	GCF_045041125.1	full
GCF_036010645.1	Streptomyces sp. NBC_00053 (strain=NBC_00053)	2975631	8366	Unknown	Unknown	GCF_036010645.1	full
GCF_045041135.1	Streptomyces sp. NBC_00055 (strain=NBC_00055)	2975632	8692	Unknown	Unknown	GCF_045041135.1	full
GCF_045041155.1	Streptomyces sp. NBC_00056 (strain=NBC_00056)	2975633	9133	Unknown	Unknown	GCF_045041155.1	full
GCF_045041165.1	Streptomyces sp. NBC_00057 (strain=NBC_00057)	2975634	7968	Unknown	Unknown	GCF_045041165.1	full
GCF_045041195.1	Streptomyces sp. NBC_00069 (strain=NBC_00069)	2975639	7300	Unknown	Unknown	GCF_045041195.1	full
GCF_045041215.1	Streptomyces sp. NBC_00073 (strain=NBC_00073)	2975640	7996	Unknown	Unknown	GCF_045041215.1	full
GCF_045041225.1	Streptomyces sp. NBC_00075 (strain=NBC_00075)	2975641	9983	Unknown	Unknown	GCF_045041225.1	full
GCF_045041235.1	Streptomyces sp. NBC_00076 (strain=NBC_00076)	2975642	9286	Unknown	Unknown	GCF_045041235.1	full
GCF_045041245.1	Streptomyces sp. NBC_00079 (strain=NBC_00079)	2975644	8920	Unknown	Unknown	GCF_045041245.1	full
GCF_045041255.1	Streptomyces sp. NBC_00080 (strain=NBC_00080)	2975645	8776	Unknown	Unknown	GCF_045041255.1	full
GCF_045041265.1	Streptomyces sp. NBC_00081 (strain=NBC_00081)	2975646	8926	Unknown	Unknown	GCF_045041265.1	full
GCF_045041305.1	Streptomyces sp. NBC_00096 (strain=NBC_00096)	2975650	6500	Unknown	Unknown	GCF_045041305.1	full
GCF_045041425.1	Streptomyces sp. NBC_00101 (strain=NBC_00101)	2975651	5924	Unknown	Unknown	GCF_045041425.1	full
GCF_045041445.1	Streptomyces sp. NBC_00110 (strain=NBC_00110)	2975654	8162	Unknown	Unknown	GCF_045041445.1	full
GCF_045205785.1	Streptomyces sp. NBC_00111 (strain=NBC_00111)	2975655	7660	Unknown	Unknown	GCF_045205785.1	full
GCF_045205945.1	Streptomyces sp. NBC_00114 (strain=NBC_00114)	2975656	7985	Unknown	Unknown	GCF_045205945.1	full
GCF_045206085.1	Streptomyces sp. NBC_00117 (strain=NBC_00117)	2975657	9581	Unknown	Unknown	GCF_045206085.1	full
GCF_045206155.1	Streptomyces sp. NBC_00118 (strain=NBC_00118)	2975658	8801	Unknown	Unknown	GCF_045206155.1	full
GCF_045206205.1	Streptomyces sp. NBC_00121 (strain=NBC_00121)	2975661	7699	Unknown	Unknown	GCF_045206205.1	full
GCF_045206235.1	Streptomyces sp. NBC_00134 (strain=NBC_00134)	2975663	8948	Unknown	Unknown	GCF_045206235.1	full
GCF_045206255.1	Streptomyces sp. NBC_00144 (strain=NBC_00144)	2975665	7380	Unknown	Unknown	GCF_045206255.1	full
GCF_036010605.1	Streptomyces sp. NBC_00145 (strain=NBC_00145)	2975666	9426	Unknown	Unknown	GCF_036010605.1	full
GCF_045206265.1	Streptomyces sp. NBC_00147 (strain=NBC_00147)	2975667	9635	Unknown	Unknown	GCF_045206265.1	full
GCF_045206275.1	Streptomyces sp. NBC_00150 (strain=NBC_00150)	2975668	7790	Unknown	Unknown	GCF_045206275.1	full
GCF_035917215.1	Streptomyces sp. NBC_00151 (strain=NBC_00151)	2975669	8644	Unknown	Unknown	GCF_035917215.1	full
GCF_045206285.1	Streptomyces sp. NBC_00161 (strain=NBC_00161)	2975671	8340	Unknown	Unknown	GCF_045206285.1	full
GCF_036206005.1	Streptomyces sp. NBC_00178 (strain=NBC_00178)	2975672	6273	Unknown	Unknown	GCF_036206005.1	full
GCF_036205185.1	Streptomyces sp. NBC_00184 (strain=NBC_00184)	2975673	7065	Unknown	Unknown	GCF_036205185.1	full
GCF_045206305.1	Streptomyces sp. NBC_00191 (strain=NBC_00191)	2975674	7395	Unknown	Unknown	GCF_045206305.1	full
GCF_045206315.1	Streptomyces sp. NBC_00197 (strain=NBC_00197)	2975676	7828	Unknown	Unknown	GCF_045206315.1	full
GCF_045206325.1	Streptomyces sp. NBC_00203 (strain=NBC_00203)	2975680	9174	Unknown	Unknown	GCF_045206325.1	full
GCF_036201705.1	Streptomyces sp. NBC_00208 (strain=NBC_00208)	2975681	8228	Unknown	Unknown	GCF_036201705.1	full
GCF_045206345.1	Streptomyces sp. NBC_00209 (strain=NBC_00209)	2975682	6231	Unknown	Unknown	GCF_045206345.1	full
GCF_045206355.1	Streptomyces sp. NBC_00211 (strain=NBC_00211)	2975683	8026	Unknown	Unknown	GCF_045206355.1	full
GCF_045206365.1	Streptomyces sp. NBC_00212 (strain=NBC_00212)	2975684	8098	Unknown	Unknown	GCF_045206365.1	full
GCF_041435195.1	Streptomyces sp. NBC_00224 (strain=NBC_00224)	2975685	7801	Unknown	Unknown	GCF_041435195.1	full
GCF_035917175.1	Streptomyces sp. NBC_00243 (strain=NBC_00243)	2975688	9145	Unknown	Unknown	GCF_035917175.1	full
GCF_036188265.1	Streptomyces sp. NBC_00247 (strain=NBC_00247)	2975689	6047	Unknown	Unknown	GCF_036188265.1	full
GCF_036187565.1	Streptomyces sp. NBC_00252 (strain=NBC_00252)	2975691	8686	Unknown	Unknown	GCF_036187565.1	full
GCF_036183285.1	Streptomyces sp. NBC_00257 (strain=NBC_00257)	2975692	8045	Unknown	Unknown	GCF_036183285.1	full
GCF_036180305.1	Streptomyces sp. NBC_00267 (strain=NBC_00267)	2975694	7853	Unknown	Unknown	GCF_036180305.1	full
GCF_036178905.1	Streptomyces sp. NBC_00269 (strain=NBC_00269)	2975696	9371	Unknown	Unknown	GCF_036178905.1	full
GCF_036178845.1	Streptomyces sp. NBC_00271 (strain=NBC_00271)	2975697	10234	Unknown	Unknown	GCF_036178845.1	full
GCF_036178565.1	Streptomyces sp. NBC_00272 (strain=NBC_00272)	2975698	7994	Unknown	Unknown	GCF_036178565.1	full
GCF_041435135.1	Streptomyces sp. NBC_00280 (strain=NBC_00280)	2975699	9159	Unknown	Unknown	GCF_041435135.1	full
GCF_036174265.1	Streptomyces sp. NBC_00285 (strain=NBC_00285)	2975700	9027	Unknown	Unknown	GCF_036174265.1	full
GCF_036173125.1	Streptomyces sp. NBC_00286 (strain=NBC_00286)	2975701	8465	Unknown	Unknown	GCF_036173125.1	full
GCF_036173105.1	Streptomyces sp. NBC_00287 (strain=NBC_00287)	2975702	8397	Unknown	Unknown	GCF_036173105.1	full
GCF_041435115.1	Streptomyces sp. NBC_00289 (strain=NBC_00289)	2975703	8732	Unknown	Unknown	GCF_041435115.1	full
GCF_036173045.1	Streptomyces sp. NBC_00299 (strain=NBC_00299)	2975705	8320	Unknown	Unknown	GCF_036173045.1	full
GCF_036169715.1	Streptomyces sp. NBC_00304 (strain=NBC_00304)	2975706	7724	Unknown	Unknown	GCF_036169715.1	full
GCF_036169555.1	Streptomyces sp. NBC_00306 (strain=NBC_00306)	2975708	7383	Unknown	Unknown	GCF_036169555.1	full
GCF_036168855.1	Streptomyces sp. NBC_00311 (strain=NBC_00311)	2975709	9224	Unknown	Unknown	GCF_036168855.1	full
GCF_036158715.1	Streptomyces sp. NBC_00316 (strain=NBC_00316)	2975710	7685	Unknown	Unknown	GCF_036158715.1	full
GCF_036147535.1	Streptomyces sp. NBC_00322 (strain=NBC_00322)	2975712	7396	Unknown	Unknown	GCF_036147535.1	full
GCF_036130235.1	Streptomyces sp. NBC_00334 (strain=NBC_00334)	2975713	7252	Unknown	Unknown	GCF_036130235.1	full
GCF_036127095.1	Streptomyces sp. NBC_00335 (strain=NBC_00335)	2975714	7902	Unknown	Unknown	GCF_036127095.1	full
GCF_041435055.1	Streptomyces sp. NBC_00341 (strain=NBC_00341)	2975717	7638	Unknown	Unknown	GCF_041435055.1	full
GCF_036121075.1	Streptomyces sp. NBC_00342 (strain=NBC_00342)	2975718	7644	Unknown	Unknown	GCF_036121075.1	full
GCF_036118775.1	Streptomyces sp. NBC_00343 (strain=NBC_00343)	2975719	9027	Unknown	Unknown	GCF_036118775.1	full
GCF_036088315.1	Streptomyces sp. NBC_00344 (strain=NBC_00344)	2975720	6160	Unknown	Unknown	GCF_036088315.1	full
GCF_036108815.1	Streptomyces sp. NBC_00353 (strain=NBC_00353)	2975722	8014	Unknown	Unknown	GCF_036108815.1	full
GCF_036106915.1	Streptomyces sp. NBC_00354 (strain=NBC_00354)	2975723	7973	Unknown	Unknown	GCF_036106915.1	full
GCF_036103115.1	Streptomyces sp. NBC_00356 (strain=NBC_00356)	2975724	9145	Unknown	Unknown	GCF_036103115.1	full
GCF_036099295.1	Streptomyces sp. NBC_00358 (strain=NBC_00358)	2975725	7669	Unknown	Unknown	GCF_036099295.1	full
GCF_036091755.1	Streptomyces sp. NBC_00366 (strain=NBC_00366)	2975727	8646	Unknown	Unknown	GCF_036091755.1	full
GCF_036084755.1	Streptomyces sp. NBC_00370 (strain=NBC_00370)	2975728	7323	Unknown	Unknown	GCF_036084755.1	full
GCF_036082875.1	Streptomyces sp. NBC_00371 (strain=NBC_00371)	2975729	9407	Unknown	Unknown	GCF_036082875.1	full
GCF_036077095.1	Streptomyces sp. NBC_00376 (strain=NBC_00376)	2975730	8387	Unknown	Unknown	GCF_036077095.1	full
GCF_036075115.1	Streptomyces sp. NBC_00377 (strain=NBC_00377)	2975731	7852	Unknown	Unknown	GCF_036075115.1	full
GCF_035917155.1	Streptomyces sp. NBC_00385 (strain=NBC_00385)	2975733	7473	Unknown	Unknown	GCF_035917155.1	full
GCF_036063235.1	Streptomyces sp. NBC_00386 (strain=NBC_00386)	2975734	8288	Unknown	Unknown	GCF_036063235.1	full
GCF_036061255.1	Streptomyces sp. NBC_00388 (strain=NBC_00388)	2975735	5915	Unknown	Unknown	GCF_036061255.1	full
GCF_036057275.1	Streptomyces sp. NBC_00390 (strain=NBC_00390)	2975736	7365	Unknown	Unknown	GCF_036057275.1	full
GCF_036048035.1	Streptomyces sp. NBC_00400 (strain=NBC_00400)	2975737	7140	Unknown	Unknown	GCF_036048035.1	full
GCF_036038375.1	Streptomyces sp. NBC_00414 (strain=NBC_00414)	2975739	8578	Unknown	Unknown	GCF_036038375.1	full
GCF_036030735.1	Streptomyces sp. NBC_00425 (strain=NBC_00425)	2975740	8174	Unknown	Unknown	GCF_036030735.1	full
GCF_036014215.1	Streptomyces sp. NBC_00440 (strain=NBC_00440)	2975741	7407	Unknown	Unknown	GCF_036014215.1	full
GCF_036191345.1	Streptomyces sp. NBC_00441 (strain=NBC_00441)	2975742	6632	Unknown	Unknown	GCF_036191345.1	full
GCF_036014175.1	Streptomyces sp. NBC_00443 (strain=NBC_00443)	2975743	7951	Unknown	Unknown	GCF_036014175.1	full
GCF_036014155.1	Streptomyces sp. NBC_00444 (strain=NBC_00444)	2975744	9368	Unknown	Unknown	GCF_036014155.1	full
GCF_036014135.1	Streptomyces sp. NBC_00445 (strain=NBC_00445)	2975745	9576	Unknown	Unknown	GCF_036014135.1	full
GCF_041434015.1	Streptomyces sp. NBC_00454 (strain=NBC_00454)	2975747	6785	Unknown	Unknown	GCF_041434015.1	full
GCF_036014015.1	Streptomyces sp. NBC_00457 (strain=NBC_00457)	2975748	9244	Unknown	Unknown	GCF_036014015.1	full
GCF_036013955.1	Streptomyces sp. NBC_00459 (strain=NBC_00459)	2975749	8228	Unknown	Unknown	GCF_036013955.1	full
GCF_036013935.1	Streptomyces sp. NBC_00461 (strain=NBC_00461)	2975750	9014	Unknown	Unknown	GCF_036013935.1	full
GCF_036013915.1	Streptomyces sp. NBC_00464 (strain=NBC_00464)	2975751	7620	Unknown	Unknown	GCF_036013915.1	full
GCF_036013895.1	Streptomyces sp. NBC_00467 (strain=NBC_00467)	2975752	7601	Unknown	Unknown	GCF_036013895.1	full
GCF_041433975.1	Streptomyces sp. NBC_00470 (strain=NBC_00470)	2975753	9740	Unknown	Unknown	GCF_041433975.1	full
GCF_035917135.1	Streptomyces sp. NBC_00481 (strain=NBC_00481)	2975755	8554	Unknown	Unknown	GCF_035917135.1	full
GCF_036013745.1	Streptomyces sp. NBC_00483 (strain=NBC_00483)	2975756	8851	Unknown	Unknown	GCF_036013745.1	full
GCF_036013705.1	Streptomyces sp. NBC_00484 (strain=NBC_00484)	2975757	9223	Unknown	Unknown	GCF_036013705.1	full
GCF_036013685.1	Streptomyces sp. NBC_00485 (strain=NBC_00485)	2975758	8752	Unknown	Unknown	GCF_036013685.1	full
GCF_036013625.1	Streptomyces sp. NBC_00493 (strain=NBC_00493)	2975759	9286	Unknown	Unknown	GCF_036013625.1	full
GCF_036013545.1	Streptomyces sp. NBC_00498 (strain=NBC_00498)	2975760	8890	Unknown	Unknown	GCF_036013545.1	full
GCF_045206375.1	Streptomyces sp. NBC_00499 (strain=NBC_00499)	2975761	7848	Unknown	Unknown	GCF_045206375.1	full
GCF_045206385.1	Streptomyces sp. NBC_00500 (strain=NBC_00500)	2975762	9206	Unknown	Unknown	GCF_045206385.1	full
GCF_041431415.1	Streptomyces sp. NBC_00513 (strain=NBC_00513)	2975763	7365	Unknown	Unknown	GCF_041431415.1	full
GCF_045206415.1	Streptomyces sp. NBC_00519 (strain=NBC_00519)	2975764	8861	Unknown	Unknown	GCF_045206415.1	full
GCF_036346615.1	Streptomyces sp. NBC_00523 (strain=NBC_00523)	2975765	6538	Unknown	Unknown	GCF_036346615.1	full
GCF_036346295.1	Streptomyces sp. NBC_00536 (strain=NBC_00536)	2975769	7670	Unknown	Unknown	GCF_036346295.1	full
GCF_036346105.1	Streptomyces sp. NBC_00539 (strain=NBC_00539)	2975770	6563	Unknown	Unknown	GCF_036346105.1	full
GCF_036345995.1	Streptomyces sp. NBC_00557 (strain=NBC_00557)	2975776	7653	Unknown	Unknown	GCF_036345995.1	full
GCF_036345955.1	Streptomyces sp. NBC_00562 (strain=NBC_00562)	2975777	8216	Unknown	Unknown	GCF_036345955.1	full
GCF_036345235.1	Streptomyces sp. NBC_00566 (strain=NBC_00566)	2975778	5744	Unknown	Unknown	GCF_036345235.1	full
GCF_036345255.1	Streptomyces sp. NBC_00569 (strain=NBC_00569)	2975780	8852	Unknown	Unknown	GCF_036345255.1	full
GCF_036345155.1	Streptomyces sp. NBC_00582 (strain=NBC_00582)	2975783	9475	Unknown	Unknown	GCF_036345155.1	full
GCF_036345095.1	Streptomyces sp. NBC_00588 (strain=NBC_00588)	2975784	8358	Unknown	Unknown	GCF_036345095.1	full
GCF_036345075.1	Streptomyces sp. NBC_00589 (strain=NBC_00589)	2975785	9494	Unknown	Unknown	GCF_036345075.1	full
GCF_041431095.1	Streptomyces sp. NBC_00597 (strain=NBC_00597)	2975786	6278	Unknown	Unknown	GCF_041431095.1	full
GCF_045206565.1	Streptomyces sp. NBC_00618 (strain=NBC_00618)	2975788	9220	Unknown	Unknown	GCF_045206565.1	full
GCF_045206635.1	Streptomyces sp. NBC_00622 (strain=NBC_00622)	2975789	9220	Unknown	Unknown	GCF_045206635.1	full
GCF_045206645.1	Streptomyces sp. NBC_00623 (strain=NBC_00623)	2975790	8086	Unknown	Unknown	GCF_045206645.1	full
GCF_045206735.1	Streptomyces sp. NBC_00624 (strain=NBC_00624)	2975791	7756	Unknown	Unknown	GCF_045206735.1	full
GCF_045206825.1	Streptomyces sp. NBC_00626 (strain=NBC_00626)	2975792	9222	Unknown	Unknown	GCF_045206825.1	full
GCF_045206895.1	Streptomyces sp. NBC_00631 (strain=NBC_00631)	2975793	9487	Unknown	Unknown	GCF_045206895.1	full
GCF_045207235.1	Streptomyces sp. NBC_00645 (strain=NBC_00645)	2975795	8381	Unknown	Unknown	GCF_045207235.1	full
GCF_045207245.1	Streptomyces sp. NBC_00647 (strain=NBC_00647)	2975796	8621	Unknown	Unknown	GCF_045207245.1	full
GCF_045207255.1	Streptomyces sp. NBC_00648 (strain=NBC_00648)	2975797	7478	Unknown	Unknown	GCF_045207255.1	full
GCF_045207265.1	Streptomyces sp. NBC_00649 (strain=NBC_00649)	2975798	8899	Unknown	Unknown	GCF_045207265.1	full
GCF_045207275.1	Streptomyces sp. NBC_00658 (strain=NBC_00658)	2975800	9158	Unknown	Unknown	GCF_045207275.1	full
GCF_036226885.1	Streptomyces sp. NBC_00663 (strain=NBC_00663)	2975801	8749	Unknown	Unknown	GCF_036226885.1	full
GCF_036226865.1	Streptomyces sp. NBC_00664 (strain=NBC_00664)	2975802	6633	Unknown	Unknown	GCF_036226865.1	full
GCF_036226825.1	Streptomyces sp. NBC_00667 (strain=NBC_00667)	2975803	6633	Unknown	Unknown	GCF_036226825.1	full
GCF_036226765.1	Streptomyces sp. NBC_00670 (strain=NBC_00670)	2975804	6481	Unknown	Unknown	GCF_036226765.1	full
GCF_036226685.1	Streptomyces sp. NBC_00690 (strain=NBC_00690)	2975808	7493	Unknown	Unknown	GCF_036226685.1	full
GCF_036226605.1	Streptomyces sp. NBC_00704 (strain=NBC_00704)	2975809	6862	Unknown	Unknown	GCF_036226605.1	full
GCF_045207285.1	Streptomyces sp. NBC_00715 (strain=NBC_00715)	2975811	8103	Unknown	Unknown	GCF_045207285.1	full
GCF_036347195.1	Streptomyces sp. NBC_00724 (strain=NBC_00724)	2975812	7985	Unknown	Unknown	GCF_036347195.1	full
GCF_036347135.1	Streptomyces sp. NBC_00775 (strain=NBC_00775)	2975828	9495	Unknown	Unknown	GCF_036347135.1	full
GCF_036347055.1	Streptomyces sp. NBC_00820 (strain=NBC_00820)	2975842	6797	Unknown	Unknown	GCF_036347055.1	full
GCF_036347015.1	Streptomyces sp. NBC_00822 (strain=NBC_00822)	2975843	8651	Unknown	Unknown	GCF_036347015.1	full
GCF_036346995.1	Streptomyces sp. NBC_00825 (strain=NBC_00825)	2975844	8655	Unknown	Unknown	GCF_036346995.1	full
GCF_045207295.1	Streptomyces sp. NBC_00826 (strain=NBC_00826)	2975845	9154	Unknown	Unknown	GCF_045207295.1	full
GCF_035917315.1	Streptomyces sp. NBC_00841 (strain=NBC_00841)	2975847	9527	Unknown	Unknown	GCF_035917315.1	full
GCF_045207305.1	Streptomyces sp. NBC_00842 (strain=NBC_00842)	2975848	7928	Unknown	Unknown	GCF_045207305.1	full
GCF_045207325.1	Streptomyces sp. NBC_00846 (strain=NBC_00846)	2975849	7343	Unknown	Unknown	GCF_045207325.1	full
GCF_045207415.1	Streptomyces sp. NBC_00873 (strain=NBC_00873)	2975852	7954	Unknown	Unknown	GCF_045207415.1	full
GCF_045207435.1	Streptomyces sp. NBC_00876 (strain=NBC_00876)	2975853	7274	Unknown	Unknown	GCF_045207435.1	full
GCF_045207445.1	Streptomyces sp. NBC_00879 (strain=NBC_00879)	2975855	7407	Unknown	Unknown	GCF_045207445.1	full
GCF_045207465.1	Streptomyces sp. NBC_00882 (strain=NBC_00882)	2975856	9409	Unknown	Unknown	GCF_045207465.1	full
GCF_045207475.1	Streptomyces sp. NBC_00885 (strain=NBC_00885)	2975857	7629	Unknown	Unknown	GCF_045207475.1	full
GCF_045207585.1	Streptomyces sp. NBC_00887 (strain=NBC_00887)	2975859	7005	Unknown	Unknown	GCF_045207585.1	full
GCF_045207775.1	Streptomyces sp. NBC_00891 (strain=NBC_00891)	2975860	6731	Unknown	Unknown	GCF_045207775.1	full
GCF_036231985.1	Streptomyces sp. NBC_01426 (strain=NBC_01426)	2975866	7941	Unknown	Unknown	GCF_036231985.1	full
GCF_036227565.1	Streptomyces sp. NBC_01454 (strain=NBC_01454)	2975867	8029	Unknown	Unknown	GCF_036227565.1	full
GCF_036227425.1	Streptomyces sp. NBC_01456 (strain=NBC_01456)	2975868	8242	Unknown	Unknown	GCF_036227425.1	full
GCF_036327775.1	Streptomyces sp. NBC_01498 (strain=NBC_01498)	2975870	5967	Unknown	Unknown	GCF_036327775.1	full
GCF_045208255.1	Streptomyces sp. NBC_01544 (strain=NBC_01544)	2975871	8089	Unknown	Unknown	GCF_045208255.1	full
GCF_045208355.1	Streptomyces sp. NBC_01546 (strain=NBC_01546)	2975872	7763	Unknown	Unknown	GCF_045208355.1	full
GCF_045208365.1	Streptomyces sp. NBC_01547 (strain=NBC_01547)	2975873	7815	Unknown	Unknown	GCF_045208365.1	full
GCF_045208375.1	Streptomyces sp. NBC_01550 (strain=NBC_01550)	2975875	7878	Unknown	Unknown	GCF_045208375.1	full
GCF_035918195.1	Streptomyces sp. NBC_01558 (strain=NBC_01558)	2975878	8031	Unknown	Unknown	GCF_035918195.1	full
GCF_045208425.1	Streptomyces sp. NBC_01563 (strain=NBC_01563)	2975880	8684	Unknown	Unknown	GCF_045208425.1	full
GCF_045208445.1	Streptomyces sp. NBC_01568 (strain=NBC_01568)	2975882	8214	Unknown	Unknown	GCF_045208445.1	full
GCF_045208465.1	Streptomyces sp. NBC_01578 (strain=NBC_01578)	2975884	8341	Unknown	Unknown	GCF_045208465.1	full
GCF_045208475.1	Streptomyces sp. NBC_01579 (strain=NBC_01579)	2975885	8255	Unknown	Unknown	GCF_045208475.1	full
GCF_045208525.1	Streptomyces sp. NBC_01589 (strain=NBC_01589)	2975886	8776	Unknown	Unknown	GCF_045208525.1	full
GCF_045208535.1	Streptomyces sp. NBC_01590 (strain=NBC_01590)	2975887	8447	Unknown	Unknown	GCF_045208535.1	full
