gene	dominant_allele	protein_id	locus_tag	gene_id	product	go_ids	go_process	go_function	go_component
Strep_C1111	Strep_C1111A0	WP_328840626.1	OHU10_RS43080	OHU10_RS43080	DEAD/DEAH box helicase	GO:0003676;GO:0004386;GO:0005524;GO:0016887		nucleic acid binding|0003676||IEA|helicase activity|0004386||IEA|ATP binding|0005524||IEA|ATP hydrolysis activity|0016887||IEA	
Strep_C11113	Strep_C11113A0	WP_327342158.1	OHU10_RS08615	OHU10_RS08615	ribose-phosphate diphosphokinase	GO:0000287;GO:0002189;GO:0004749;GO:0005524;GO:0006015;GO:0009156;GO:0009165;GO:0016301;GO:0016310	5-phosphoribose 1-diphosphate biosynthetic process|0006015||IEA|ribonucleoside monophosphate biosynthetic process|0009156||IEA|nucleotide biosynthetic process|0009165||IEA|phosphorylation|0016310||IEA	magnesium ion binding|0000287||IEA|ribose phosphate diphosphokinase activity|0004749||IEA|ATP binding|0005524||IEA|kinase activity|0016301||IEA	ribose phosphate diphosphokinase complex|0002189||IEA
Strep_C11118	Strep_C11118A0	WP_413254413.1	OHU10_RS10205	OHU10_RS10205	lysylphosphatidylglycerol synthase transmembrane domain-containing protein	GO:0016020			membrane|0016020||IEA
Strep_C11132	Strep_C11132A0	WP_328835946.1	OHU10_RS09725	OHU10_RS09725	pirin family protein	GO:0046872		metal ion binding|0046872||IEA	
Strep_C11133	Strep_C11133A2	WP_003972317.1	SC_RS35575	SC_RS35575	PDR/VanB family oxidoreductase	GO:0010181;GO:0016491;GO:0046872;GO:0051537		FMN binding|0010181||IEA|oxidoreductase activity|0016491||IEA|metal ion binding|0046872||IEA|2 iron, 2 sulfur cluster binding|0051537||IEA	
Strep_C11136	Strep_C11136A3	WP_003973708.1	SC_RS28490	SC_RS28490	zinc-binding dehydrogenase				
Strep_C11147	Strep_C11147A0	WP_327346699.1	OHU10_RS38575	OHU10_RS38575	NAD kinase	GO:0003951;GO:0006741;GO:0019674	NADP+ biosynthetic process|0006741||IEA|NAD+ metabolic process|0019674||IEA	NAD+ kinase activity|0003951||IEA	
Strep_C11174	Strep_C11174A3	WP_016326176.1	SC_RS14745	SC_RS14745	GTPase Era	GO:0003723;GO:0005525		RNA binding|0003723||IEA|GTP binding|0005525||IEA	
Strep_C11177	Strep_C11177A0	WP_328836798.1	OHU10_RS15670	OHU10_RS15670	carbohydrate ABC transporter permease	GO:0008643;GO:0055085	carbohydrate transport|0008643||IEA|transmembrane transport|0055085||IEA		
Strep_C11179	Strep_C11179A0	WP_328840818.1	OHU10_RS44285	OHU10_RS44285	electron transfer flavoprotein subunit alpha/FixB family protein	GO:0009055;GO:0050660		electron transfer activity|0009055||IEA|flavin adenine dinucleotide binding|0050660||IEA	
Strep_C11185	Strep_C11185A3	WP_003976885.1	SC_RS11705	SC_RS11705	heme o synthase	GO:0008495;GO:0016020;GO:0048034	heme O biosynthetic process|0048034||IEA	protoheme IX farnesyltransferase activity|0008495||IEA	membrane|0016020||IEA
Strep_C11190	Strep_C11190A0	WP_328837598.1	OHU10_RS21865	OHU10_RS21865	HAD family hydrolase	GO:0016787		hydrolase activity|0016787||IEA	
Strep_C11239	Strep_C11239A3	WP_003976891.1	SC_RS11675	SC_RS11675	ABC transporter ATP-binding protein	GO:0005524;GO:0016887;GO:0140359		ATP binding|0005524||IEA|ATP hydrolysis activity|0016887||IEA|ABC-type transporter activity|0140359||IEA	
Strep_C11246	Strep_C11246A0	WP_037691219.1	OHU10_RS38480	OHU10_RS38480	SPFH domain-containing protein	GO:0016020			membrane|0016020||IEA
Strep_C11284	Strep_C11284A0	WP_328837062.1	OHU10_RS17705	OHU10_RS17705	AurF N-oxygenase family protein	GO:0016491;GO:0046872		oxidoreductase activity|0016491||IEA|metal ion binding|0046872||IEA	
Strep_C11285	Strep_C11285A2	WP_003975294.1	SC_RS20360	SC_RS20360	alpha/beta hydrolase	GO:0016787		hydrolase activity|0016787||IEA	
Strep_C11287	Strep_C11287A2	WP_003976924.1	SC_RS11505	SC_RS11505	5-dehydro-4-deoxyglucarate dehydratase				
Strep_C11294	Strep_C11294A3	WP_003975718.1	SC_RS17590	SC_RS17590	Ppx/GppA phosphatase family protein				
Strep_C11296	Strep_C11296A0	WP_037704108.1	OHU10_RS10645	OHU10_RS10645	presqualene diphosphate synthase HpnD	GO:0016117;GO:0046905	carotenoid biosynthetic process|0016117||IEA	15-cis-phytoene synthase activity|0046905||IEA	
Strep_C11305	Strep_C11305A4	WP_003975816.1	SC_RS17080	SC_RS17080	ABC transporter permease	GO:0016020;GO:0042626;GO:0043190;GO:0055085;GO:0140359	transmembrane transport|0055085||IEA	ATPase-coupled transmembrane transporter activity|0042626||IEA|ABC-type transporter activity|0140359||IEA	membrane|0016020||IEA|ATP-binding cassette (ABC) transporter complex|0043190||IEA
Strep_C11312	Strep_C11312A2	WP_003976933.1	SC_RS11465	SC_RS11465	carbohydrate ABC transporter permease	GO:0008643;GO:0042626;GO:0055085;GO:0140359	carbohydrate transport|0008643||IEA|transmembrane transport|0055085||IEA	ATPase-coupled transmembrane transporter activity|0042626||IEA|ABC-type transporter activity|0140359||IEA	
Strep_C11340	Strep_C11340A3	WP_003976689.1	SC_RS12675	SC_RS12675	ROK family glucokinase	GO:0004340;GO:0005737;GO:0006096;GO:0051156	glycolytic process|0006096||IEA|glucose 6-phosphate metabolic process|0051156||IEA	glucokinase activity|0004340||IEA	cytoplasm|0005737||IEA
Strep_C11353	Strep_C11353A0	WP_037696042.1	OHU10_RS15880	OHU10_RS15880	30S ribosomal protein S2	GO:0003735;GO:0006412;GO:0015935	translation|0006412||IEA	structural constituent of ribosome|0003735||IEA	small ribosomal subunit|0015935||IEA
Strep_C11373	Strep_C11373A0	WP_328837778.1	OHU10_RS23205	OHU10_RS23205	ABC transporter ATP-binding protein	GO:0005524;GO:0016887;GO:0042626;GO:0140359		ATP binding|0005524||IEA|ATP hydrolysis activity|0016887||IEA|ATPase-coupled transmembrane transporter activity|0042626||IEA|ABC-type transporter activity|0140359||IEA	
Strep_C11379	Strep_C11379A2	WP_003974986.1	SC_RS21925	SC_RS21925	ABC transporter permease				
Strep_C11393	Strep_C11393A0	WP_037703543.1	OHU10_RS31125	OHU10_RS31125	PLP-dependent cysteine synthase family protein	GO:0030170		pyridoxal phosphate binding|0030170||IEA	
Strep_C11405	Strep_C11405A0	WP_046707543.1	OHU10_RS08215	OHU10_RS08215	SDR family oxidoreductase				
Strep_C11413	Strep_C11413A3	WP_003977616.1	SC_RS08030	SC_RS08030	cytochrome c oxidase assembly protein	GO:0005886			plasma membrane|0005886||IEA
Strep_C11418	Strep_C11418A4	WP_045556653.1	CVT30_RS06040	CVT30_RS06040	beta-ketoacyl-ACP synthase III	GO:0004315;GO:0006633;GO:0016746;GO:0033818	fatty acid biosynthetic process|0006633||IEA	3-oxoacyl-[acyl-carrier-protein] synthase activity|0004315||IEA|acyltransferase activity|0016746||IEA|beta-ketoacyl-acyl-carrier-protein synthase III activity|0033818||IEA	
Strep_C11425	Strep_C11425A3	WP_003973711.1	SC_RS28475	SC_RS28475	amino acid ABC transporter permease	GO:0006865;GO:0042626;GO:0140359	amino acid transport|0006865||IEA	ATPase-coupled transmembrane transporter activity|0042626||IEA|ABC-type transporter activity|0140359||IEA	
Strep_C11428	Strep_C11428A0	WP_328839453.1	OHU10_RS34520	OHU10_RS34520	ACP S-malonyltransferase	GO:0004314;GO:0006633;GO:0016740	fatty acid biosynthetic process|0006633||IEA	[acyl-carrier-protein] S-malonyltransferase activity|0004314||IEA|transferase activity|0016740||IEA	
Strep_C11430	Strep_C11430A2	WP_003978441.1	SC_RS04035	SC_RS04035	DUF6807 domain-containing protein				
Strep_C11443	Strep_C11443A0	WP_328838259.1	OHU10_RS26435	OHU10_RS26435	NAD(P)-dependent oxidoreductase	GO:0016491;GO:0050661;GO:0051287		oxidoreductase activity|0016491||IEA|NADP binding|0050661||IEA|NAD binding|0051287||IEA	
Strep_C11472	Strep_C11472A0	WP_328838683.1	OHU10_RS29275	OHU10_RS29275	1-phosphofructokinase	GO:0008662		1-phosphofructokinase activity|0008662||IEA	
Strep_C11476	Strep_C11476A0	WP_328841110.1	OHU10_RS45860	OHU10_RS45860	methionyl-tRNA formyltransferase	GO:0004479;GO:0071951	conversion of methionyl-tRNA to N-formyl-methionyl-tRNA|0071951||IEA	methionyl-tRNA formyltransferase activity|0004479||IEA	
Strep_C11496	Strep_C11496A0	WP_319769208.1	OHU10_RS29600	OHU10_RS29600	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	GO:0005524;GO:0016114;GO:0050515	terpenoid biosynthetic process|0016114||IEA	ATP binding|0005524||IEA|4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity|0050515||IEA	
Strep_C11523	Strep_C11523A3	WP_003976742.1	SC_RS12405	SC_RS12405	RluA family pseudouridine synthase	GO:0001522;GO:0003723;GO:0009451;GO:0009982	pseudouridine synthesis|0001522||IEA|RNA modification|0009451||IEA	RNA binding|0003723||IEA|pseudouridine synthase activity|0009982||IEA	
Strep_C11527	Strep_C11527A0	WP_328836691.1	OHU10_RS14830	OHU10_RS14830	sucrase ferredoxin				
Strep_C11543	Strep_C11543A0	WP_328838316.1	OHU10_RS26885	OHU10_RS26885	aldo/keto reductase				
Strep_C11544	Strep_C11544A3	WP_003974818.1	SC_RS22945	SC_RS22945	mycothiol synthase	GO:0010125;GO:0035447	mycothiol biosynthetic process|0010125||IEA	mycothiol synthase activity|0035447||IEA	
Strep_C11545	Strep_C11545A2	WP_003974682.1	SC_RS23645	SC_RS23645	glucosyl-3-phosphoglycerate synthase				
Strep_C11547	Strep_C11547A0	WP_328842397.1	OHU10_RS39615	OHU10_RS39615	5'-3' exonuclease	GO:0003677;GO:0008409		DNA binding|0003677||IEA|5'-3' exonuclease activity|0008409||IEA	
Strep_C11548	Strep_C11548A0	WP_328840230.1	OHU10_RS40430	OHU10_RS40430	methionyl-tRNA formyltransferase	GO:0004479;GO:0005737;GO:0071951	conversion of methionyl-tRNA to N-formyl-methionyl-tRNA|0071951||IEA	methionyl-tRNA formyltransferase activity|0004479||IEA	cytoplasm|0005737||IEA
Strep_C11560	Strep_C11560A3	WP_003974091.1	SC_RS26565	SC_RS26565	N-acetylneuraminate synthase family protein	GO:0016051;GO:0016765;GO:0070085	carbohydrate biosynthetic process|0016051||IEA|obsolete glycosylation|0070085||IEA	transferase activity, transferring alkyl or aryl (other than methyl) groups|0016765||IEA	
Strep_C11572	Strep_C11572A0	WP_328836522.1	OHU10_RS13625	OHU10_RS13625	aminoglycoside phosphotransferase family protein	GO:0005524;GO:0016301;GO:0016310	phosphorylation|0016310||IEA	ATP binding|0005524||IEA|kinase activity|0016301||IEA	
Strep_C11574	Strep_C11574A0	WP_086752758.1	OHU10_RS27515	OHU10_RS27515	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	GO:0006396;GO:0008173	RNA processing|0006396||IEA	RNA methyltransferase activity|0008173||IEA	
Strep_C11615	Strep_C11615A3	WP_003972246.1	SC_RS35940	SC_RS35940	cation diffusion facilitator family transporter	GO:0008324;GO:0046872		monoatomic cation transmembrane transporter activity|0008324||IEA|metal ion binding|0046872||IEA	
Strep_C1162	Strep_C1162A0	WP_328837523.1	OHU10_RS21320	OHU10_RS21320	NADH-quinone oxidoreductase subunit G	GO:0008137;GO:0016020;GO:0042773;GO:0043546;GO:0051536	ATP synthesis coupled electron transport|0042773||IEA	NADH dehydrogenase (ubiquinone) activity|0008137||IEA|molybdopterin cofactor binding|0043546||IEA|iron-sulfur cluster binding|0051536||IEA	membrane|0016020||IEA
Strep_C11621	Strep_C11621A3	WP_003976821.1	SC_RS12015	SC_RS12015	PAC2 family protein	GO:0043248;GO:0051131	proteasome assembly|0043248||IEA|chaperone-mediated protein complex assembly|0051131||IEA		
Strep_C11626	Strep_C11626A4	WP_003972822.1	SC_RS32730	SC_RS32730	sulfate adenylyltransferase subunit CysD	GO:0000103;GO:0004781	sulfate assimilation|0000103||IEA	sulfate adenylyltransferase (ATP) activity|0004781||IEA	
Strep_C11638	Strep_C11638A2	WP_003971798.1	SC_RS38930	SC_RS38930	hydroxymethylbilane synthase	GO:0004418;GO:0033014	tetrapyrrole biosynthetic process|0033014||IEA	hydroxymethylbilane synthase activity|0004418||IEA	
Strep_C1164	Strep_C1164A3	WP_003975461.1	SC_RS18990	SC_RS18990	ATP-dependent Clp protease ATP-binding subunit	GO:0005524;GO:0016887		ATP binding|0005524||IEA|ATP hydrolysis activity|0016887||IEA	
Strep_C11680	Strep_C11680A3	WP_003973213.1	SC_RS31285	SC_RS31285	ADP-ribosylglycohydrolase family protein				
Strep_C11684	Strep_C11684A3	WP_003973600.1	SC_RS29160	SC_RS29160	coiled-coil domain-containing protein				
Strep_C11687	Strep_C11687A0	WP_328836712.1	OHU10_RS15020	OHU10_RS15020	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	GO:0005737;GO:0006400;GO:0052381	tRNA modification|0006400||IEA	tRNA dimethylallyltransferase activity|0052381||IEA	cytoplasm|0005737||IEA
Strep_C1169	Strep_C1169A0	WP_328840156.1	OHU10_RS39750	OHU10_RS39750	phenylalanine--tRNA ligase subunit beta	GO:0000287;GO:0004826;GO:0005524;GO:0006432	phenylalanyl-tRNA aminoacylation|0006432||IEA	magnesium ion binding|0000287||IEA|phenylalanine-tRNA ligase activity|0004826||IEA|ATP binding|0005524||IEA	
Strep_C11692	Strep_C11692A0	WP_328837765.1	OHU10_RS23090	OHU10_RS23090	M56 family metallopeptidase	GO:0008233;GO:0016020;GO:0046872		peptidase activity|0008233||IEA|metal ion binding|0046872||IEA	membrane|0016020||IEA
Strep_C1172	Strep_C1172A0	WP_328837372.1	OHU10_RS20130	OHU10_RS20130	DNA helicase PcrA	GO:0003678;GO:0005737;GO:0006260;GO:0006281	DNA replication|0006260||IEA|DNA repair|0006281||IEA	DNA helicase activity|0003678||IEA	cytoplasm|0005737||IEA
Strep_C11749	Strep_C11749A3	WP_011030376.1	SC_RS30560	SC_RS30560	ABC transporter permease	GO:0016020;GO:0042626;GO:0055085;GO:0140359	transmembrane transport|0055085||IEA	ATPase-coupled transmembrane transporter activity|0042626||IEA|ABC-type transporter activity|0140359||IEA	membrane|0016020||IEA
Strep_C11761	Strep_C11761A3	WP_003974981.1	SC_RS21950	SC_RS21950	prephenate dehydratase	GO:0004664;GO:0009094	L-phenylalanine biosynthetic process|0009094||IEA	prephenate dehydratase activity|0004664||IEA	
Strep_C11780	Strep_C11780A3	WP_003975354.1	SC_RS20045	SC_RS20045	metallophosphoesterase	GO:0016311;GO:0042578;GO:0046872	dephosphorylation|0016311||IEA	phosphoric ester hydrolase activity|0042578||IEA|metal ion binding|0046872||IEA	
Strep_C11786	Strep_C11786A0	WP_328838038.1	OHU10_RS24850	OHU10_RS24850	NAD(P)-dependent oxidoreductase	GO:0016491;GO:0050661;GO:0051287		oxidoreductase activity|0016491||IEA|NADP binding|0050661||IEA|NAD binding|0051287||IEA	
Strep_C11793	Strep_C11793A0	WP_328836216.1	OHU10_RS11620	OHU10_RS11620	formate dehydrogenase accessory sulfurtransferase FdhD	GO:0016783		sulfurtransferase activity|0016783||IEA	
Strep_C11806	Strep_C11806A2	WP_030872221.1	SC_RS05550	SC_RS05550	MurR/RpiR family transcriptional regulator	GO:0003677;GO:0003700;GO:0006355	regulation of DNA-templated transcription|0006355||IEA	DNA binding|0003677||IEA|DNA-binding transcription factor activity|0003700||IEA	
Strep_C11815	Strep_C11815A4	WP_045562659.1	CVT30_RS17670	CVT30_RS17670	Ppx/GppA phosphatase family protein				
Strep_C11824	Strep_C11824A3	WP_003974645.1	SC_RS23830	SC_RS23830	DUF3027 domain-containing protein				
Strep_C11827	Strep_C11827A0	WP_328839786.1	OHU10_RS36935	OHU10_RS36935	branched-chain amino acid ABC transporter permease	GO:0015803;GO:0042626;GO:0140359	branched-chain amino acid transport|0015803||IEA	ATPase-coupled transmembrane transporter activity|0042626||IEA|ABC-type transporter activity|0140359||IEA	
Strep_C11830	Strep_C11830A0	WP_328839107.1	OHU10_RS32150	OHU10_RS32150	ribokinase	GO:0005524;GO:0019200		ATP binding|0005524||IEA|carbohydrate kinase activity|0019200||IEA	
Strep_C11889	Strep_C11889A0	WP_328840794.1	OHU10_RS44115	OHU10_RS44115	sirohydrochlorin chelatase	GO:0016829		lyase activity|0016829||IEA	
Strep_C11897	Strep_C11897A0	WP_319113288.1	OHU10_RS19030	OHU10_RS19030	DUF5936 domain-containing protein				
Strep_C11905	Strep_C11905A3	WP_003976806.1	SC_RS12085	SC_RS12085	ABC transporter ATP-binding protein	GO:0005524;GO:0016887;GO:0042626;GO:0140359		ATP binding|0005524||IEA|ATP hydrolysis activity|0016887||IEA|ATPase-coupled transmembrane transporter activity|0042626||IEA|ABC-type transporter activity|0140359||IEA	
Strep_C11912	Strep_C11912A2	WP_003974811.1	SC_RS22990	SC_RS22990	alpha/beta hydrolase	GO:0016787		hydrolase activity|0016787||IEA	
Strep_C11919	Strep_C11919A0	WP_319695112.1	OHU10_RS30005	OHU10_RS30005	MurR/RpiR family transcriptional regulator	GO:0003677;GO:0003700;GO:0006355	regulation of DNA-templated transcription|0006355||IEA	DNA binding|0003677||IEA|DNA-binding transcription factor activity|0003700||IEA	
Strep_C11923	Strep_C11923A0	WP_328839282.1	OHU10_RS33305	OHU10_RS33305	ribonuclease Z				
Strep_C11928	Strep_C11928A3	WP_003975635.1	SC_RS18025	SC_RS18025	UTP--glucose-1-phosphate uridylyltransferase GalU	GO:0003983;GO:0006011	UDP-alpha-D-glucose metabolic process|0006011||IEA	UTP:glucose-1-phosphate uridylyltransferase activity|0003983||IEA	
Strep_C11943	Strep_C11943A3	WP_003973477.1	SC_RS29780	SC_RS29780	proline dehydrogenase family protein				
Strep_C11959	Strep_C11959A6	WP_003974163.1	SC_RS26205	SC_RS26205	succinate--CoA ligase subunit alpha	GO:0003824		catalytic activity|0003824||IEA	
Strep_C1196	Strep_C1196A2	WP_016325986.1	SC_RS12125	SC_RS12125	aminopeptidase N	GO:0004177;GO:0006508;GO:0008237;GO:0008270	proteolysis|0006508||IEA	aminopeptidase activity|0004177||IEA|metallopeptidase activity|0008237||IEA|zinc ion binding|0008270||IEA	
Strep_C11965	Strep_C11965A0	WP_046707358.1	OHU10_RS31780	OHU10_RS31780	acyl-CoA thioesterase	GO:0016790		thiolester hydrolase activity|0016790||IEA	
Strep_C11970	Strep_C11970A0	WP_328837236.1	OHU10_RS19135	OHU10_RS19135	S1 family peptidase	GO:0004252;GO:0006508;GO:0008233;GO:0008236	proteolysis|0006508||IEA	serine-type endopeptidase activity|0004252||IEA|peptidase activity|0008233||IEA|serine-type peptidase activity|0008236||IEA	
Strep_C1198	Strep_C1198A0	WP_328836282.1	OHU10_RS12035	OHU10_RS12035	ATP-binding SpoIIE family protein phosphatase	GO:0004722;GO:0005524;GO:0006470;GO:0046872	protein dephosphorylation|0006470||IEA	protein serine/threonine phosphatase activity|0004722||IEA|ATP binding|0005524||IEA|metal ion binding|0046872||IEA	
Strep_C11993	Strep_C11993A3	WP_003973859.1	SC_RS27750	SC_RS27750	ABC transporter permease	GO:0055085	transmembrane transport|0055085||IEA		
Strep_C11996	Strep_C11996A3	WP_003973051.1	SC_RS32100	SC_RS32100	LLM class F420-dependent oxidoreductase	GO:0016491;GO:0070967		oxidoreductase activity|0016491||IEA|coenzyme F420 binding|0070967||IEA	
Strep_C12003	Strep_C12003A4	WP_045555331.1	CVT30_RS33935	CVT30_RS33935	methylenetetrahydrofolate reductase [NAD(P)H]	GO:0004489;GO:0005829;GO:0009086	methionine biosynthetic process|0009086||IEA	methylenetetrahydrofolate reductase [NAD(P)H] activity|0004489||IEA	cytosol|0005829||IEA
Strep_C12006	Strep_C12006A2	WP_011029489.1	SC_RS23125	SC_RS23125	FadR/GntR family transcriptional regulator	GO:0003677;GO:0003700		DNA binding|0003677||IEA|DNA-binding transcription factor activity|0003700||IEA	
Strep_C12010	Strep_C12010A0	WP_037694501.1	OHU10_RS19550	OHU10_RS19550	aldehyde dehydrogenase family protein	GO:0016491		oxidoreductase activity|0016491||IEA	
Strep_C12015	Strep_C12015A4	WP_045557631.1	CVT30_RS28955	CVT30_RS28955	sugar phosphate isomerase/epimerase family protein	GO:0003824;GO:0016853		catalytic activity|0003824||IEA|isomerase activity|0016853||IEA	
Strep_C12016	Strep_C12016A0	WP_037703409.1	OHU10_RS31640	OHU10_RS31640	carbohydrate ABC transporter permease	GO:0008643;GO:0055085	carbohydrate transport|0008643||IEA|transmembrane transport|0055085||IEA		
Strep_C12018	Strep_C12018A0	WP_328837548.1	OHU10_RS21525	OHU10_RS21525	menaquinone biosynthesis prenyltransferase MqnP				
Strep_C12022	Strep_C12022A4	WP_045561362.1	CVT30_RS10515	CVT30_RS10515	4-hydroxy-tetrahydrodipicolinate synthase	GO:0008840;GO:0009089	lysine biosynthetic process via diaminopimelate|0009089||IEA	4-hydroxy-tetrahydrodipicolinate synthase activity|0008840||IEA	
Strep_C1203	Strep_C1203A0	WP_328840165.1	OHU10_RS39815	OHU10_RS39815	alpha-L-arabinofuranosidase C-terminal domain-containing protein	GO:0046373;GO:0046556	L-arabinose metabolic process|0046373||IEA	alpha-L-arabinofuranosidase activity|0046556||IEA	
Strep_C12057	Strep_C12057A0	WP_328839125.1	OHU10_RS32265	OHU10_RS32265	ABC transporter permease	GO:0016020;GO:0042626;GO:0055085;GO:0140359	transmembrane transport|0055085||IEA	ATPase-coupled transmembrane transporter activity|0042626||IEA|ABC-type transporter activity|0140359||IEA	membrane|0016020||IEA
