genome	organism	origin_contig	origin_confidence	warnings	origin_position	chromosome_length	origin_relative_pos	origin_type	left_all_genes	left_all_leading	left_all_lagging	left_all_leading_prop	left_core_genes	left_core_leading	left_core_lagging	left_core_leading_prop	left_enrichment	left_pvalue_dir	left_pvalue_two	right_all_genes	right_all_leading	right_all_lagging	right_all_leading_prop	right_core_genes	right_core_leading	right_core_lagging	right_core_leading_prop	right_enrichment	right_pvalue_dir	right_pvalue_two	genome_M	genome_n_leading	genome_K_core	genome_x_core_leading	genome_pvalue	combined_enrichment	gtf_path	genome_q	sig_genome	combined_pvalue	combined_q	sig_combined	mean_enrichment
GCF_001685355.1	Streptomyces lincolnensis (strain=NRRL 2936)	NZ_CP016438.1	real_real		5098286	10318600	0.49408698854495764	central	4444	2417	2027	0.5438793879387939	315	225	90	0.7142857142857143	0.17040632634692043	1.0167069231227398e-10	2.0334138462454795e-10	4503	2558	1945	0.568065733955141	328	230	98	0.7012195121951219	0.13315377823998087	1.8587978394029194e-07	3.717595678805839e-07	8947	4975	643	455	2.0394255918204684e-16	0.15156822073517084	gtf_oriented/GCF_001685355.1_oriented.gtf	3.9900426042148512e-16	True	2.0394255918204684e-16	3.9900426042148512e-16	True	0.15178005229345065
GCF_001693675.1	Streptomyces clavuligerus (strain=F613-1)	NZ_CP016559.1	real_real		3417146	6882749	0.49647982223381965	central	2721	1566	1155	0.5755237045203969	303	220	83	0.7260726072607261	0.15054890274032917	6.7433934002831986e-09	1.3486786800566397e-08	2773	1626	1147	0.5863685539127299	315	211	104	0.6698412698412698	0.08347271592853989	0.000775070911165996	0.001550141822331992	5494	3192	618	431	1.6942988541003142e-10	0.11641355147068355	gtf_oriented/GCF_001693675.1_oriented.gtf	1.762967707575017e-10	True	1.6942988541003142e-10	1.762967707575017e-10	True	0.11701080933443453
GCF_001704195.1	Streptomyces sampsonii (strain=KJ40)	NZ_CP016824.1	real_real		3541866	7069442	0.5010106879722614	central	3001	1748	1253	0.5824725091636122	267	185	82	0.6928838951310862	0.11041138596747402	6.612817915948914e-05	0.00013225635831897828	2978	1744	1234	0.5856279382135662	349	264	85	0.7564469914040115	0.17081905319044532	1.03948229743815e-12	2.0789645948763e-12	5979	3492	616	449	2.4422918929086873e-15	0.14485194935521084	gtf_oriented/GCF_001704195.1_oriented.gtf	3.314350810441347e-15	True	2.4422918929086873e-15	3.314350810441347e-15	True	0.14061521957895967
GCF_001704275.1	Streptomyces noursei ATCC 11455 (strain=ATCC 11455)	NZ_CP011533.1	real_real		4816700	9812888	0.4908544762765049	central	3834	2067	1767	0.5391236306729265	275	178	97	0.6472727272727272	0.10814909659980076	0.00010696606346046706	0.00021393212692093411	4240	2349	1891	0.5540094339622641	330	261	69	0.7909090909090909	0.2368996569468268	7.577682363048695e-21	1.515536472609739e-20	8074	4416	605	439	5.1138977264335706e-21	0.17867903708874722	gtf_oriented/GCF_001704275.1_oriented.gtf	7.35114290863429e-19	True	5.1138977264335706e-21	7.35114290863429e-19	True	0.17252437677331378
GCF_001729485.1	Streptomyces lydicus (strain=103)	NZ_CP017157.1	real_real		2328	8201095	0.0002838645327239838	start	1	0	1	0.0	0	0	0	0.0	0.0			7049	3629	3420	0.5148247978436657	596	354	242	0.5939597315436241	0.07913493369995839	3.0392125853650404e-05	6.078425170730081e-05	7050	3629	596	354	2.992073181263047e-05	0.07920795849397877	gtf_oriented/GCF_001729485.1_oriented.gtf	3.0877998868161716e-05	True	2.992073181263047e-05	3.0877998868161716e-05	True	0.039567466849979194
GCF_001735805.1	Streptomyces fodineus (strain=TW1S1)	NZ_CP017248.1	real_real		4670288	9698607	0.4815421431139544	central	4094	2225	1869	0.5434782608695652	315	223	92	0.707936507936508	0.1644582470669428	3.9587908803181504e-10	7.917581760636301e-10	4114	2359	1755	0.573407875546913	321	224	97	0.6978193146417445	0.12441143909483154	1.2408625007936146e-06	2.481725001587229e-06	8208	4584	636	447	5.6145290718901055e-15	0.1443506565155026	gtf_oriented/GCF_001735805.1_oriented.gtf	7.116247340263681e-15	True	5.6145290718901055e-15	7.116247340263681e-15	True	0.14443484308088717
GCF_001750785.1	Streptomyces rubrolavendulae (strain=MJM4426)	NZ_CP017316.1	real_real		3327946	6543262	0.508606563515262	central	2710	1520	1190	0.5608856088560885	328	233	95	0.7103658536585366	0.14948024480244804	2.3032208603239805e-09	4.606441720647961e-09	2617	1445	1172	0.5521589606419565	290	210	80	0.7241379310344828	0.1719789703925263	1.4153721102466152e-10	2.8307442204932304e-10	5327	2965	618	443	2.6134797235842876e-18	0.16023001829235317	gtf_oriented/GCF_001750785.1_oriented.gtf	1.572944300409969e-17	True	2.6134797235842876e-18	1.572944300409969e-17	True	0.16072960759748717
GCF_001886595.1	Streptomyces venezuelae (strain=NRRL B-65442)	NZ_CP018074.1	real_real		4250162	8222198	0.5169131173926972	central	3716	2076	1640	0.5586652314316469	333	230	103	0.6906906906906907	0.13202545925904374	1.684342304179606e-07	3.368684608359212e-07	3551	1958	1593	0.5513939735285835	301	224	77	0.7441860465116279	0.19279207298304435	4.552636805470846e-13	9.105273610941692e-13	7267	4034	634	454	2.2931272646203917e-18	0.16097617725694002	gtf_oriented/GCF_001886595.1_oriented.gtf	1.4711518967396193e-17	True	2.2931272646203917e-18	1.4711518967396193e-17	True	0.16240876612104405
GCF_000364805.1	Streptomyces sp. PAMC 26508 (strain=PAMC 26508)	NC_021055.1	real_real		3763887	7526063	0.5001136716501045	central	3188	1812	1376	0.5683814303638645	326	224	102	0.6871165644171779	0.11873513405331348	2.420783082036411e-06	4.841566164072822e-06	3230	1833	1397	0.5674922600619196	305	228	77	0.7475409836065574	0.18004872354463786	5.916328825294245e-12	1.183265765058849e-11	6418	3645	631	452	4.549387089171465e-16	0.14838936054944518	gtf_oriented/GCF_000364805.1_oriented.gtf	7.560276034580849e-16	True	4.549387089171465e-16	7.560276034580849e-16	True	0.14939192879897567
GCF_000830005.1	Streptomyces vietnamensis (strain=GIMV4.0001)	NZ_CP010407.1	real_real		4612744	8865062	0.5203284534276241	central	4002	2235	1767	0.5584707646176912	336	232	104	0.6904761904761905	0.13200542585849928	1.6237018937300574e-07	3.247403787460115e-07	3732	2094	1638	0.5610932475884244	299	223	76	0.745819397993311	0.1847261504048866	4.450057338258951e-12	8.900114676517903e-12	7734	4329	635	455	1.6938954475998732e-17	0.1567992034354898	gtf_oriented/GCF_000830005.1_oriented.gtf	5.652308947163503e-17	True	1.6938954475998732e-17	5.652308947163503e-17	True	0.15836578813169294
GCF_001611795.1	Streptomyces qaidamensis (strain=S10)	NZ_CP015098.1	real_real		4547885	9083372	0.5006824558104633	central	3939	2143	1796	0.5440467123635441	310	224	86	0.7225806451612903	0.1785339327977462	1.484007828962416e-11	2.968015657924832e-11	3935	2221	1714	0.5644218551461245	331	228	103	0.6888217522658611	0.12439989711973654	8.764250792002139e-07	1.7528501584004279e-06	7874	4364	641	452	2.3055496028164135e-16	0.1509190974700202	gtf_oriented/GCF_001611795.1_oriented.gtf	4.3945172732470427e-16	True	2.3055496028164135e-16	4.3945172732470427e-16	True	0.15146691495874137
GCF_001931635.1	Streptomyces sp. Tue 6075 (strain=Tue6075)	NZ_CP010833.1	real_real		3961699	7931265	0.49950405137137643	central	3357	1919	1438	0.5716413464402741	325	229	96	0.7046153846153846	0.13297403817511055	1.4904418880796015e-07	2.980883776159203e-07	3388	1919	1469	0.5664108618654073	308	223	85	0.724025974025974	0.15761511216056667	1.6491368509731006e-09	3.2982737019462013e-09	6745	3838	633	452	2.0921799556673976e-15	0.14504594708853435	gtf_oriented/GCF_001931635.1_oriented.gtf	2.8986369870369894e-15	True	2.0921799556673976e-15	2.8986369870369894e-15	True	0.1452945751678386
GCF_002128305.1	Streptomyces marincola (strain=SCSIO 03032)	NZ_CP021121.1	real_real		3198177	6287975	0.5086179572914968	central	2705	1568	1137	0.5796672828096119	236	173	63	0.7330508474576272	0.15338356464801528	2.3223059520250538e-07	4.6446119040501076e-07	2639	1538	1101	0.5827965138309966	266	190	76	0.7142857142857143	0.13148920045471768	2.066533020489012e-06	4.133066040978024e-06	5344	3106	502	363	3.3225611999160907e-12	0.14189499487081614	gtf_oriented/GCF_002128305.1_oriented.gtf	3.5272421852273773e-12	True	3.3225611999160907e-12	3.5272421852273773e-12	True	0.14243638255136648
GCF_002946835.1	Streptomyces dengpaensis (strain=XZHG99)	NZ_CP026652.1	real_real		4197709	8539695	0.491552567158429	central	3695	2009	1686	0.5437077131258458	311	224	87	0.7202572347266881	0.17654952160084236	2.0583075133721652e-11	4.1166150267443304e-11	3697	2057	1640	0.5563970787124696	329	232	97	0.7051671732522796	0.14877009453981005	5.021080270114989e-09	1.0042160540229978e-08	7392	4066	640	456	9.390426846861478e-19	0.1624458874458875	gtf_oriented/GCF_002946835.1_oriented.gtf	8.319124629120943e-18	True	9.390426846861478e-19	8.319124629120943e-18	True	0.1626598080703262
GCF_003330865.1	Streptomyces atratus (strain=SCSIO_ZH16)	NZ_CP027306.1	real_real		5082106	9640940	0.5271380176621782	central	4088	2263	1825	0.5535714285714286	331	227	104	0.6858006042296072	0.1322291756581786	2.0927734596916068e-07	4.1855469193832136e-07	3661	2061	1600	0.5629609396339798	307	230	77	0.749185667752443	0.18622472811846325	1.3262547961258245e-12	2.652509592251649e-12	7749	4324	638	457	7.310206539270265e-18	0.15829345560211838	gtf_oriented/GCF_003330865.1_oriented.gtf	3.0756654937799314e-17	True	7.310206539270265e-18	3.0756654937799314e-17	True	0.15922695188832092
GCF_003721495.1	Streptomyces sp. ADI95-16 (strain=ADI95-16)	NZ_CP033581.1	real_real		4230895	8183660	0.5169930080184172	central	3539	1933	1606	0.5461994913817463	301	220	81	0.7308970099667774	0.18469751858503114	4.742165468670406e-12	9.484330937340812e-12	3505	1970	1535	0.5620542082738944	332	233	99	0.7018072289156626	0.1397530206417682	2.8959018928125576e-08	5.791803785625115e-08	7044	3903	633	453	1.7137269169378159e-18	0.16155122439587588	gtf_oriented/GCF_003721495.1_oriented.gtf	1.2066026445392397e-17	True	1.7137269169378159e-18	1.2066026445392397e-17	True	0.16222526961339967
GCF_004328625.1	Streptomyces seoulensis (strain=KCTC 9819)	NZ_CP032229.1	real_real		3129896	6339272	0.49373114136765234	central	2800	1548	1252	0.5528571428571428	312	226	86	0.7243589743589743	0.17150183150183151	3.223862323547206e-11	6.447724647094412e-11	2796	1650	1146	0.5901287553648069	319	224	95	0.7021943573667712	0.11206560200196425	7.445411224655825e-06	1.489082244931165e-05	5596	3198	631	450	5.1529053490560455e-15	0.14167409594129388	gtf_oriented/GCF_004328625.1_oriented.gtf	6.587759074301327e-15	True	5.1529053490560455e-15	6.587759074301327e-15	True	0.14178371675189788
GCF_007113405.2	Streptomyces sp. RLB1-8 (strain=RLB1-8)	NZ_CP041650.2	real_real		6206777	11764849	0.5275696271154862	central	5355	2938	2417	0.5486461251167134	317	229	88	0.722397476340694	0.17375135122398055	4.462916095012802e-11	8.925832190025604e-11	4757	2676	2081	0.562539415598066	334	238	96	0.7125748502994012	0.15003543470133518	3.6408024572047965e-09	7.281604914409593e-09	10112	5614	651	467	1.128437663666985e-18	0.16217594888098152	gtf_oriented/GCF_007113405.2_oriented.gtf	9.090295046159735e-18	True	1.128437663666985e-18	9.090295046159735e-18	True	0.16189339296265787
GCF_008642355.1	Streptomyces venezuelae (strain=ATCC 14583)	NZ_CP029193.1	real_real		4126525	8017418	0.5146950052997112	central	3707	2060	1647	0.5557054221742649	316	229	87	0.7246835443037974	0.16897812212953256	8.098977349113928e-11	1.6197954698227856e-10	3356	1952	1404	0.5816448152562574	321	229	92	0.7133956386292835	0.13175082337302602	2.0364803448650305e-07	4.072960689730061e-07	7063	4012	637	458	1.335444157080289e-16	0.15096470851815613	gtf_oriented/GCF_008642355.1_oriented.gtf	2.864900818023622e-16	True	1.335444157080289e-16	2.864900818023622e-16	True	0.1503644727512793
GCF_008704995.1	Streptomyces nodosus (strain=ATCC 14899)	NZ_CP023747.1	real_real		3858076	7772587	0.49636961284576164	central	3297	1816	1481	0.5508037609948438	303	214	89	0.7062706270627063	0.15546686606786242	4.56913542046088e-09	9.13827084092176e-09	3310	1886	1424	0.5697885196374622	323	226	97	0.6996904024767802	0.12990188283931792	3.115301672699471e-07	6.230603345398942e-07	6607	3702	626	440	1.085544411614346e-14	0.14256058174334418	gtf_oriented/GCF_008704995.1_oriented.gtf	1.2993481158999498e-14	True	1.085544411614346e-14	1.2993481158999498e-14	True	0.14268437445359017
GCF_009834105.1	Streptomyces sp. GF20 (strain=GF20)	NZ_CP047147.1	real_real		3747825	7310281	0.5126786507933142	central	3215	1755	1460	0.5458786936236392	270	186	84	0.6888888888888889	0.14301019526524972	3.977229171421768e-07	7.954458342843536e-07	2958	1733	1225	0.585868830290737	348	263	85	0.7557471264367817	0.16987829614604466	1.4663592735142503e-12	2.9327185470285007e-12	6173	3488	618	449	1.9884711353040706e-18	0.161495907902511	gtf_oriented/GCF_009834105.1_oriented.gtf	1.3376987637500112e-17	True	1.9884711353040706e-18	1.3376987637500112e-17	True	0.1564442457056472
GCF_001941845.1	Streptomyces sp. TN58 (strain=TN58)	NZ_CP018870.1	real_real		3639104	7584896	0.479782979226083	central	3185	1835	1350	0.576138147566719	304	219	85	0.7203947368421053	0.14425658927538632	3.377670536980369e-08	6.755341073960739e-08	3301	1849	1452	0.5601332929415329	319	230	89	0.7210031347962382	0.16086984185470532	3.8042507379319434e-10	7.608501475863887e-10	6486	3684	623	449	1.0328657106618864e-16	0.1527136605871443	gtf_oriented/GCF_001941845.1_oriented.gtf	2.341162277500276e-16	True	1.0328657106618864e-16	2.341162277500276e-16	True	0.15256321556504582
GCF_001975025.1	Streptomyces alfalfae (strain=ACCC40021)	NZ_CP015588.1	real_real		4290320	8623947	0.49748914273244027	central	3703	1967	1736	0.5311909262759924	310	226	84	0.7290322580645161	0.1978413317885237	7.86654744068508e-14	1.573309488137016e-13	3419	1994	1425	0.5832114653407429	319	229	90	0.7178683385579937	0.13465687321725084	1.2151518929990944e-07	2.430303785998189e-07	7122	3961	629	455	1.3008818004897104e-19	0.1672064303760622	gtf_oriented/GCF_001975025.1_oriented.gtf	2.817494402728649e-18	True	1.3008818004897104e-19	2.817494402728649e-18	True	0.16624910250288727
GCF_001983975.1	Streptomyces autolyticus (strain=CGMCC0516)	NZ_CP019458.1	real_real		5749147	10029028	0.5732506679610427	central	4412	2324	2088	0.5267452402538532	257	184	73	0.7159533073929961	0.18920806713914295	1.4132034996903337e-10	2.8264069993806675e-10	3494	1988	1506	0.5689753863766457	344	247	97	0.7180232558139535	0.14904786943730786	1.4514344314842212e-09	2.9028688629684425e-09	7906	4312	601	431	2.2035952851000616e-19	0.17172955269339873	gtf_oriented/GCF_001983975.1_oriented.gtf	3.4028558071533345e-18	True	2.2035952851000616e-19	3.4028558071533345e-18	True	0.1691279682882254
GCF_001984445.1	Streptomyces lydicus (strain=GS93)	NZ_CP019457.1	real_real		3867967	8242584	0.469266312602941	central	3299	1773	1526	0.5374355865413761	275	176	99	0.64	0.10256441345862388	0.0002114752029185138	0.0004229504058370276	3785	2088	1697	0.5516512549537649	330	261	69	0.7909090909090909	0.23925783595532601	2.202034770640417e-21	4.404069541280834e-21	7084	3861	605	437	6.973345146179423e-21	0.17728299368615574	gtf_oriented/GCF_001984445.1_oriented.gtf	7.35114290863429e-19	True	6.973345146179423e-21	7.35114290863429e-19	True	0.17091112470697495
GCF_002005225.1	Streptomyces pactum (strain=ACT12)	NZ_CP019724.1	real_real		4157758	8550793	0.4862423871095932	central	3452	1818	1634	0.5266512166859791	310	220	90	0.7096774193548387	0.1830262026688596	4.663081166630631e-12	9.326162333261262e-12	3358	1968	1390	0.586063132817153	326	227	99	0.696319018404908	0.1102558855877549	1.0336937703990925e-05	2.067387540798185e-05	6810	3786	636	447	1.170433668539889e-15	0.14688305211536867	gtf_oriented/GCF_002005225.1_oriented.gtf	1.7140926135310597e-15	True	1.170433668539889e-15	1.7140926135310597e-15	True	0.14664104412830725
GCF_002007685.1	Streptomyces sp. fd1-xmd (strain=fd1-xmd)	NZ_CP019798.1	pseudo_dnaA_real_dnaN	dnaA pseudogene/partial used in pairing	4156241	7929876	0.5241243368748767	central	3595	2033	1562	0.5655076495132128	304	220	84	0.7236842105263158	0.15817656101310307	2.098241325901075e-09	4.19648265180215e-09	3271	1909	1362	0.5836135738306328	323	231	92	0.7151702786377709	0.1315567048071381	1.8141068080522206e-07	3.6282136161044413e-07	6866	3942	627	451	2.484603302634358e-15	0.14516483460325735	gtf_oriented/GCF_002007685.1_oriented.gtf	3.3650775058868334e-15	True	2.484603302634358e-15	3.3650775058868334e-15	True	0.14486663291012059
GCF_002009175.1	Streptomyces niveus (strain=SCSIO 3406)	NZ_CP018047.1	real_real		4072796	7990137	0.5097279308227131	central	3487	1914	1573	0.5488958990536278	312	224	88	0.717948717948718	0.16905281889509016	1.0761038783993085e-10	2.152207756798617e-10	3329	1940	1389	0.5827575848603184	315	223	92	0.707936507936508	0.1251789230761896	9.817805882278715e-07	1.963561176455743e-06	6816	3854	627	447	1.1317303462798886e-15	0.1474843879866118	gtf_oriented/GCF_002009175.1_oriented.gtf	1.6690700769286047e-15	True	1.1317303462798886e-15	1.6690700769286047e-15	True	0.14711587098563988
GCF_002028385.1	Streptomyces sp. 3211 (strain=3211)	NZ_CP020039.1	real_real		4221416	8232231	0.5127912469900322	central	3813	2151	1662	0.5641227380015735	308	226	82	0.7337662337662337	0.1696434957646602	1.0945771937891693e-10	2.1891543875783387e-10	3502	2038	1464	0.5819531696173615	323	231	92	0.7151702786377709	0.1332171090204094	1.433295154036129e-07	2.866590308072258e-07	7315	4189	631	457	1.3571695887448584e-16	0.15158830659706457	gtf_oriented/GCF_002028385.1_oriented.gtf	2.8888652159746733e-16	True	1.3571695887448584e-16	2.8888652159746733e-16	True	0.1514303023925348
GCF_002080455.1	Streptomyces sp. Sge12 (strain=Sge12)	NZ_CP020555.1	real_real		3916973	7983613	0.49062661228694326	central	3467	2016	1451	0.5814825497548313	304	221	83	0.7269736842105263	0.14549113445569506	2.680628615996072e-08	5.361257231992144e-08	3510	2036	1474	0.58005698005698	325	233	92	0.7169230769230769	0.13686609686609685	6.09059801875252e-08	1.218119603750504e-07	6977	4052	629	454	1.1726348098399984e-14	0.14101523219718293	gtf_oriented/GCF_002080455.1_oriented.gtf	1.3969456352071195e-14	True	1.1726348098399984e-14	1.3969456352071195e-14	True	0.14117861566089596
GCF_002082175.1	Streptomyces violaceoruber (strain=S21)	NZ_CP020570.1	real_real		3989663	7915223	0.5040493489570667	central	3355	1907	1448	0.5684053651266766	341	232	109	0.6803519061583577	0.11194654103168111	5.38526234301943e-06	1.077052468603886e-05	3341	1811	1530	0.5420532774618377	296	220	76	0.7432432432432432	0.20118996578140547	7.366895064019112e-14	1.4733790128038224e-13	6696	3718	637	452	3.472063229447631e-17	0.1543192683745679	gtf_oriented/GCF_002082175.1_oriented.gtf	9.599682511307955e-17	True	3.472063229447631e-17	9.599682511307955e-17	True	0.1565682534065433
GCF_002082195.1	Streptomyces gilvosporeus (strain=F607)	NZ_CP020569.1	real_real		3673035	8481760	0.4330510412933165	central	3159	1762	1397	0.5577714466603355	277	177	100	0.6389891696750902	0.08121772301475472	0.002516079934568154	0.005032159869136308	4145	2264	1881	0.5462002412545235	330	262	68	0.793939393939394	0.24773915268487046	1.3221147906856607e-22	2.6442295813713215e-22	7304	4026	607	439	7.61384708093401e-20	0.17202417578055218	gtf_oriented/GCF_002082195.1_oriented.gtf	2.0822216582206487e-18	True	7.61384708093401e-20	2.0822216582206487e-18	True	0.1644784378498126
GCF_002090335.1	Streptomyces sp. MOE7 (strain=MOE7)	NZ_CP019779.1	real_real		3909510	8398300	0.4655120679185073	central	3239	1761	1478	0.5436863229391787	265	169	96	0.6377358490566037	0.09404952611742501	0.00077445421356411	0.00154890842712822	3756	2051	1705	0.5460596379126731	317	251	66	0.7917981072555205	0.24573846934284738	1.584144547820695e-21	3.16828909564139e-21	6995	3812	582	420	5.532072278650137e-20	0.17668879833165074	gtf_oriented/GCF_002090335.1_oriented.gtf	1.7868205797788234e-18	True	5.532072278650137e-20	1.7868205797788234e-18	True	0.1698939977301362
